star_age,star_mass,log_R,log_Teff,log_L
9.816062336837907791e+09,1.000000000000000000e+00,8.574475806670162070e-02,3.755931076314499073e+00,1.499069314260398356e-01
9.889356568943023682e+09,1.000000000000000000e+00,8.809613734697049892e-02,3.755794800653756482e+00,1.540645873436052860e-01
9.947991954627117157e+09,1.000000000000000000e+00,8.999182583751892672e-02,3.755693534482309026e+00,1.574508996389136772e-01
9.994900263174392700e+09,1.000000000000000000e+00,9.156964016606376766e-02,3.755589607222032278e+00,1.601908192548959498e-01
1.003242691001221275e+10,1.000000000000000000e+00,9.281677467421003969e-02,3.755520912816296963e+00,1.624103106482460701e-01
1.006244822748246956e+10,1.000000000000000000e+00,9.386363650573513462e-02,3.755442974410499790e+00,1.641922806881077612e-01
1.008704671158231735e+10,1.000000000000000000e+00,9.471337692189583934e-02,3.755386941101776621e+00,1.656676282855371329e-01
1.010890464048984528e+10,1.000000000000000000e+00,9.546976754677782839e-02,3.755337770617703352e+00,1.669837275990072867e-01
1.012922905415065956e+10,1.000000000000000000e+00,9.616143448741609756e-02,3.755299084798635167e+00,1.682123182040113074e-01
1.014863484679398918e+10,1.000000000000000000e+00,9.686640738776298998e-02,3.755238888526882146e+00,1.693814789176904534e-01
1.016744457133332825e+10,1.000000000000000000e+00,9.752980782137582461e-02,3.755193138491574878e+00,1.705252796436873552e-01
1.018583120544189835e+10,1.000000000000000000e+00,9.818338952650586260e-02,3.755147098013539964e+00,1.716482811418105492e-01
1.020388903245471764e+10,1.000000000000000000e+00,9.882855431635177712e-02,3.755100745745280300e+00,1.727532016484617794e-01
1.022166951651062202e+10,1.000000000000000000e+00,9.944890762538781404e-02,3.755062951294644069e+00,1.738427304639886539e-01
1.023920055937298965e+10,1.000000000000000000e+00,1.001071573134982712e-01,3.755001095193548633e+00,1.749118054358285157e-01
1.025649777140854645e+10,1.000000000000000000e+00,1.007351884855290369e-01,3.754953672363001260e+00,1.759781764577016128e-01
1.027356992468738365e+10,1.000000000000000000e+00,1.013587092378987475e-01,3.754905484385198999e+00,1.770324660512306580e-01
1.029042217773951530e+10,1.000000000000000000e+00,1.019782983541375893e-01,3.754856615512840001e+00,1.780761687942727656e-01
1.030705864120031357e+10,1.000000000000000000e+00,1.025958466811096037e-01,3.754805895775051194e+00,1.791083864970605399e-01
1.032348267392467117e+10,1.000000000000000000e+00,1.031888471253051692e-01,3.754765577364350904e+00,1.801331137426543383e-01
1.033969642415919304e+10,1.000000000000000000e+00,1.038215992941045884e-01,3.754700545712909676e+00,1.811384914744851027e-01
1.035570154086557770e+10,1.000000000000000000e+00,1.044237288990700341e-01,3.754650508684734156e+00,1.821426025717144126e-01
1.037149975410410500e+10,1.000000000000000000e+00,1.050223727557415970e-01,3.754599565981538323e+00,1.831361194722752328e-01
1.038709289008850288e+10,1.000000000000000000e+00,1.056159167404011889e-01,3.754548303558669975e+00,1.841181577501225797e-01
1.040248270001321983e+10,1.000000000000000000e+00,1.062050905868647255e-01,3.754497129774732045e+00,1.850918103072952403e-01
1.041767132101059151e+10,1.000000000000000000e+00,1.067712512335796393e-01,3.754455170381136409e+00,1.860562940263439935e-01
1.043266098859413338e+10,1.000000000000000000e+00,1.073789709550380805e-01,3.754387330998608885e+00,1.870003759391492826e-01
1.044745392947676659e+10,1.000000000000000000e+00,1.079549215620052433e-01,3.754335257433407680e+00,1.879439828922790934e-01
1.046205264639311218e+10,1.000000000000000000e+00,1.085264624232303021e-01,3.754282629530803828e+00,1.888765530043130247e-01
1.047645963727852058e+10,1.000000000000000000e+00,1.090940208060366678e-01,3.754229525638088205e+00,1.897992541990656257e-01
1.049067752044717979e+10,1.000000000000000000e+00,1.096571243488527608e-01,3.754176819916209773e+00,1.907146383971822234e-01
1.050470902086547279e+10,1.000000000000000000e+00,1.101963154021711744e-01,3.754133841713041875e+00,1.916211076911481792e-01
1.051855673040856361e+10,1.000000000000000000e+00,1.107792506235004137e-01,3.754063779127088107e+00,1.925067277899910057e-01
1.052853547540856552e+10,1.000000000000000000e+00,1.111826533123348310e-01,3.754024213710610791e+00,1.931552715017507416e-01
1.053851422040856552e+10,1.000000000000000000e+00,1.115865571517405119e-01,3.753984809234824915e+00,1.938054612774176289e-01
1.054849296540856743e+10,1.000000000000000000e+00,1.119918111356760365e-01,3.753944605654339739e+00,1.944551549233501930e-01
1.055847171040856743e+10,1.000000000000000000e+00,1.123986524499042544e-01,3.753904027631770113e+00,1.951065254615291511e-01
1.056845045540856743e+10,1.000000000000000000e+00,1.127848803464088778e-01,3.753874286511844627e+00,1.957600167748338449e-01
1.057842920040856934e+10,1.000000000000000000e+00,1.132242676412901217e-01,3.753815409299943173e+00,1.964032825169912400e-01
1.058840794540856934e+10,1.000000000000000000e+00,1.136366174862912387e-01,3.753773671653147570e+00,1.970610316198117551e-01
1.059838669040856934e+10,1.000000000000000000e+00,1.140498113413164760e-01,3.753731124646904505e+00,1.977172313048897734e-01
1.060836543540857124e+10,1.000000000000000000e+00,1.144655418788655676e-01,3.753687976085769762e+00,1.983760981354491804e-01
1.061834418040857124e+10,1.000000000000000000e+00,1.148836137542780383e-01,3.753643780569649202e+00,1.990354598217900228e-01
1.062832292540857124e+10,1.000000000000000000e+00,1.153024142061928464e-01,3.753599384212854329e+00,1.996954752984405890e-01
1.063830167040857315e+10,1.000000000000000000e+00,1.156996600962229560e-01,3.753566223807905722e+00,2.003573254587067143e-01
1.064828041540857315e+10,1.000000000000000000e+00,1.161515254475244674e-01,3.753503179410541790e+00,2.010088785718557591e-01
1.065825916040857506e+10,1.000000000000000000e+00,1.165760652402722947e-01,3.753457517417865485e+00,2.016753101866456954e-01
1.066823790540857506e+10,1.000000000000000000e+00,1.170014933667317819e-01,3.753410962414434948e+00,2.023399464258418545e-01
1.067821665040857506e+10,1.000000000000000000e+00,1.174289883834760961e-01,3.753363637833678990e+00,2.030056381363065099e-01
1.068819539540857697e+10,1.000000000000000000e+00,1.178610529928971334e-01,3.753314292606688696e+00,2.036723864471866041e-01
1.069817414040857697e+10,1.000000000000000000e+00,1.182921556002123203e-01,3.753266004427084468e+00,2.043414389434003164e-01
1.070815288540857697e+10,1.000000000000000000e+00,1.187012926593673384e-01,3.753229175882507374e+00,2.050123988834026134e-01
1.071813163040857887e+10,1.000000000000000000e+00,1.191665999094927014e-01,3.753161530370454635e+00,2.056724313354423017e-01
1.072811037540857887e+10,1.000000000000000000e+00,1.196041718175259588e-01,3.753111526660120489e+00,2.063475603101721789e-01
1.073808912040857887e+10,1.000000000000000000e+00,1.200430729703879928e-01,3.753060650672590537e+00,2.070218586657750770e-01
1.074806786540858078e+10,1.000000000000000000e+00,1.204847200438888821e-01,3.753008786768566196e+00,2.076976971966805197e-01
1.075804661040858078e+10,1.000000000000000000e+00,1.209278316978036893e-01,3.752956580442254442e+00,2.083750951992628109e-01
1.076802535540858269e+10,1.000000000000000000e+00,1.213467592190331373e-01,3.752916718232052862e+00,2.090535014009162473e-01
1.077800410040858269e+10,1.000000000000000000e+00,1.218243735864771859e-01,3.752844763021144114e+00,2.097209092921684948e-01
1.078798284540858269e+10,1.000000000000000000e+00,1.222739399573667118e-01,3.752790791978168450e+00,2.104041578620453323e-01
1.079796159040858459e+10,1.000000000000000000e+00,1.227247086487698174e-01,3.752735749366572282e+00,2.110855247984680105e-01
1.080794033540858459e+10,1.000000000000000000e+00,1.231777653766931435e-01,3.752679757152679318e+00,2.117676693987424752e-01
1.081791908040858459e+10,1.000000000000000000e+00,1.236325974030078739e-01,3.752623485949942328e+00,2.124522486404220589e-01
1.082789782540858650e+10,1.000000000000000000e+00,1.240637413263609989e-01,3.752580046281751347e+00,2.131407778143661058e-01
1.083787657040858650e+10,1.000000000000000000e+00,1.245541496119808578e-01,3.752503591904283731e+00,2.138157768757364130e-01
1.084785531540858650e+10,1.000000000000000000e+00,1.250167843266240530e-01,3.752445293770476198e+00,2.145078537697898136e-01
1.085783406040858841e+10,1.000000000000000000e+00,1.254803798450178642e-01,3.752385734092843705e+00,2.151968060960497975e-01
1.086781280540858841e+10,1.000000000000000000e+00,1.259462990615795586e-01,3.752325442362975050e+00,2.158874776096973980e-01
1.087779155040859032e+10,1.000000000000000000e+00,1.263860374500360706e-01,3.752278934611083194e+00,2.165809233790420840e-01
1.088777029540859032e+10,1.000000000000000000e+00,1.268874906720389162e-01,3.752198615473143040e+00,2.172625532712869900e-01
1.089774904040859032e+10,1.000000000000000000e+00,1.273611826820307824e-01,3.752136074442557145e+00,2.179597731689282836e-01
1.090772778540859222e+10,1.000000000000000000e+00,1.278361531075349056e-01,3.752072527078102127e+00,2.186555245621154275e-01
1.091770653040859222e+10,1.000000000000000000e+00,1.283135966705224729e-01,3.752007971779109941e+00,2.193521904921222621e-01
1.092768527540859222e+10,1.000000000000000000e+00,1.287636504248692582e-01,3.751957836072845165e+00,2.200517551757576462e-01
1.093766402040859413e+10,1.000000000000000000e+00,1.292770355129936322e-01,3.751873434636217919e+00,2.207409196054951062e-01
1.094764276540859413e+10,1.000000000000000000e+00,1.297625921756385414e-01,3.751806872295656792e+00,2.214457835685409437e-01
1.095762151040859413e+10,1.000000000000000000e+00,1.302494077912218773e-01,3.751738874633410159e+00,2.221474241507223613e-01
1.096760025540859604e+10,1.000000000000000000e+00,1.307389028901139727e-01,3.751670006217707076e+00,2.228509406856954977e-01
1.097757900040859604e+10,1.000000000000000000e+00,1.312005918295918172e-01,3.751615645576198865e+00,2.235568759986178988e-01
1.098755774540859795e+10,1.000000000000000000e+00,1.317255429281694590e-01,3.751526772284215383e+00,2.242512850278381431e-01
1.099753649040859795e+10,1.000000000000000000e+00,1.322234842988020964e-01,3.751455307066444256e+00,2.249613068980214348e-01
1.100751523540859795e+10,1.000000000000000000e+00,1.327232604076194755e-01,3.751382445967286206e+00,2.256694147190223820e-01
1.101749398040859985e+10,1.000000000000000000e+00,1.332269030194111747e-01,3.751308159133637243e+00,2.263795526080092657e-01
1.102747272540859985e+10,1.000000000000000000e+00,1.337013692858739500e-01,3.751249077156960432e+00,2.270921572342268491e-01
1.103745147040859985e+10,1.000000000000000000e+00,1.342392403567549963e-01,3.751155269727944219e+00,2.277926696599232859e-01
1.104743021540860176e+10,1.000000000000000000e+00,1.347508504016892705e-01,3.751078696551849667e+00,2.285095970454144310e-01
1.105740896040860176e+10,1.000000000000000000e+00,1.352638203714151000e-01,3.751000983600917937e+00,2.292246851811391428e-01
1.106738770540860176e+10,1.000000000000000000e+00,1.357474948396141246e-01,3.750938718485849588e+00,2.299429736572664584e-01
1.107736645040860367e+10,1.000000000000000000e+00,1.362954848424902388e-01,3.750841097806452584e+00,2.306484709454295345e-01
1.108734519540860367e+10,1.000000000000000000e+00,1.368180843024699445e-01,3.750760066390717462e+00,2.313695442024479854e-01
1.109732394040860558e+10,1.000000000000000000e+00,1.373424646682230577e-01,3.750677748796398259e+00,2.320890345566788138e-01
1.110730268540860558e+10,1.000000000000000000e+00,1.378364424677756550e-01,3.750611281957664023e+00,2.328111228008437061e-01
1.111728143040860558e+10,1.000000000000000000e+00,1.383953438322667595e-01,3.750509393773849620e+00,2.335213727945698037e-01
1.112726017540860748e+10,1.000000000000000000e+00,1.389300715407297548e-01,3.750423619544215548e+00,2.342477312929599764e-01
1.113723892040860748e+10,1.000000000000000000e+00,1.394663693139998883e-01,3.750336595938932760e+00,2.349722324183675104e-01
1.114721766540860748e+10,1.000000000000000000e+00,1.399719142277086326e-01,3.750265383862780411e+00,2.356984739411794039e-01
1.115719641040860939e+10,1.000000000000000000e+00,1.405422462259937055e-01,3.750158817142280387e+00,2.364128710557480695e-01
1.116717515540860939e+10,1.000000000000000000e+00,1.410890736078957430e-01,3.750067766728865326e+00,2.371423241658907055e-01
1.117715390040860939e+10,1.000000000000000000e+00,1.416378099659533762e-01,3.749975952293944648e+00,2.378725391423236746e-01
1.118713264540861130e+10,1.000000000000000000e+00,1.421558038036955796e-01,3.749899458024283483e+00,2.386025497391632832e-01
1.119711139040861130e+10,1.000000000000000000e+00,1.427383104566556371e-01,3.749787946501232039e+00,2.393215169528781772e-01
1.120709013540861320e+10,1.000000000000000000e+00,1.432980581419973642e-01,3.749691578224113808e+00,2.400555392150880984e-01
1.121706888040861320e+10,1.000000000000000000e+00,1.438261543011908616e-01,3.749610990549803624e+00,2.407893808362356614e-01
1.122704762540861320e+10,1.000000000000000000e+00,1.444185343792783460e-01,3.749495885729194011e+00,2.415137217099714573e-01
1.123702637040861511e+10,1.000000000000000000e+00,1.449896413547525076e-01,3.749394334066527446e+00,2.422497290102520462e-01
1.124700511540861511e+10,1.000000000000000000e+00,1.455625114464093872e-01,3.749292729699150950e+00,2.429890517240608783e-01
1.125698386040861511e+10,1.000000000000000000e+00,1.461037750665116208e-01,3.749206316361390012e+00,2.437259256132212337e-01
1.126696260540861702e+10,1.000000000000000000e+00,1.467092554764449774e-01,3.749085134040187839e+00,2.444521571482801692e-01
1.127694135040861702e+10,1.000000000000000000e+00,1.472931040774090317e-01,3.748978514643247273e+00,2.451933767624466243e-01
1.128692009540861702e+10,1.000000000000000000e+00,1.478439282726691228e-01,3.748888355184734955e+00,2.459343873189145102e-01
1.129689884040861893e+10,1.000000000000000000e+00,1.484598240994036145e-01,3.748762575077913883e+00,2.466630585451010382e-01
1.130687758540861893e+10,1.000000000000000000e+00,1.490549768635294481e-01,3.748650880848141576e+00,2.474065871542633077e-01
1.131685633040862083e+10,1.000000000000000000e+00,1.496178711301726916e-01,3.748554935938165134e+00,2.481485960476440544e-01
1.132683507540862083e+10,1.000000000000000000e+00,1.502445022910567918e-01,3.748424468306824853e+00,2.488799878440506042e-01
1.133681382040862083e+10,1.000000000000000000e+00,1.508512680549665141e-01,3.748307467918714941e+00,2.496255178194299318e-01
1.134679256540862274e+10,1.000000000000000000e+00,1.514245414523331112e-01,3.748206897060574860e+00,2.503697811816024688e-01
1.135677131040862274e+10,1.000000000000000000e+00,1.520635784248989264e-01,3.748071169067419994e+00,2.511049431541166332e-01
1.136675005540862274e+10,1.000000000000000000e+00,1.526843116553993907e-01,3.747947898159169178e+00,2.518533259821137960e-01
1.137672880040862465e+10,1.000000000000000000e+00,1.532700577960643684e-01,3.747841393402512544e+00,2.525987992368152746e-01
1.138670754540862465e+10,1.000000000000000000e+00,1.539209858857168711e-01,3.747699839497383056e+00,2.533344397956037719e-01
1.139668629040862656e+10,1.000000000000000000e+00,1.545529497564670784e-01,3.747571656601599077e+00,2.540856359539692133e-01
1.140666503540862656e+10,1.000000000000000000e+00,1.551553805916681406e-01,3.747456698349683535e+00,2.548306646167094458e-01
1.141664378040862656e+10,1.000000000000000000e+00,1.558185335585635378e-01,3.747309391463640171e+00,2.555677430063258426e-01
1.142662252540862846e+10,1.000000000000000000e+00,1.564250953781857745e-01,3.747193771564170550e+00,2.563183870476933857e-01
1.143660127040862846e+10,1.000000000000000000e+00,1.570971866748326062e-01,3.747042076263950250e+00,2.570557884401040161e-01
1.144658001540862846e+10,1.000000000000000000e+00,1.577516665212656266e-01,3.746902730122464664e+00,2.578073635670282693e-01
1.145655876040863037e+10,1.000000000000000000e+00,1.583736093076997253e-01,3.746778695577292151e+00,2.585551109592066910e-01
1.146653750540863037e+10,1.000000000000000000e+00,1.590584424058888169e-01,3.746620846785894354e+00,2.592933819899938541e-01
1.147651625040863037e+10,1.000000000000000000e+00,1.596890767961084423e-01,3.746493226752573236e+00,2.600441706371476314e-01
1.148649499540863228e+10,1.000000000000000000e+00,1.603845323737743689e-01,3.746330189635700414e+00,2.607829333249868653e-01
1.149647374040863228e+10,1.000000000000000000e+00,1.610251233232600776e-01,3.746197860959667558e+00,2.615348005198279147e-01
1.150645248540863419e+10,1.000000000000000000e+00,1.617302485425293201e-01,3.746030083884027029e+00,2.622739426558052256e-01
1.151643123040863419e+10,1.000000000000000000e+00,1.624199770239233009e-01,3.745873184843084847e+00,2.630258034548225154e-01
1.152640997540863419e+10,1.000000000000000000e+00,1.630777478873344788e-01,3.745730974011924452e+00,2.637725018570046265e-01
1.153638872040863609e+10,1.000000000000000000e+00,1.637975919599097829e-01,3.745555776854386565e+00,2.645114013720044066e-01
1.154636746540863609e+10,1.000000000000000000e+00,1.644660548540137490e-01,3.745408771341096621e+00,2.652603051070527851e-01
1.155634621040863609e+10,1.000000000000000000e+00,1.651969310179526307e-01,3.745227519956314310e+00,2.659970518957998076e-01
1.156632495540863800e+10,1.000000000000000000e+00,1.658766216597744592e-01,3.745074572009861491e+00,2.667446413936318539e-01
1.157630370040863800e+10,1.000000000000000000e+00,1.666188146223389899e-01,3.744887582659632397e+00,2.674810699178453710e-01
1.158628244540863800e+10,1.000000000000000000e+00,1.673112114897001568e-01,3.744727630682918029e+00,2.682260557457107897e-01
1.159626119040863991e+10,1.000000000000000000e+00,1.680662271585114387e-01,3.744534134933756420e+00,2.689621040866850832e-01
1.160623993540863991e+10,1.000000000000000000e+00,1.687697273607064175e-01,3.744368273763324595e+00,2.697056598093487412e-01
1.161621868040864182e+10,1.000000000000000000e+00,1.695357073260759240e-01,3.744168742538604544e+00,2.704394948412067179e-01
1.162619742540864182e+10,1.000000000000000000e+00,1.702522386287659562e-01,3.743995629947900472e+00,2.711801070837721039e-01
1.163617617040864182e+10,1.000000000000000000e+00,1.710312744061374679e-01,3.743789326097353598e+00,2.719129632363277982e-01
1.164615491540864372e+10,1.000000000000000000e+00,1.717615196147469214e-01,3.743608273206351811e+00,2.726492420895384461e-01
1.165613366040864372e+10,1.000000000000000000e+00,1.725527587561413445e-01,3.743394997363314491e+00,2.733786170001792915e-01
1.166611240540864372e+10,1.000000000000000000e+00,1.732976750626750995e-01,3.743206702337073200e+00,2.741152695082802460e-01
1.167609115040864563e+10,1.000000000000000000e+00,1.740638564267436850e-01,3.743004622067848786e+00,2.748393111595203164e-01
1.168606989540864563e+10,1.000000000000000000e+00,1.748769859162557505e-01,3.742779167081117020e+00,2.755637501916161081e-01
1.169604864040864563e+10,1.000000000000000000e+00,1.756458568210285676e-01,3.742576702178285863e+00,2.762916323898367832e-01
1.170602738540864754e+10,1.000000000000000000e+00,1.764748543667377656e-01,3.742341740139516038e+00,2.770097793261761532e-01
1.171600613040864754e+10,1.000000000000000000e+00,1.772572813597102503e-01,3.742131381579722138e+00,2.777331990729464684e-01
1.172598487540864944e+10,1.000000000000000000e+00,1.780612252515408611e-01,3.741907080088089366e+00,2.784438808900769891e-01
1.173596362040864944e+10,1.000000000000000000e+00,1.789113319310860206e-01,3.741660084492658633e+00,2.791561118674430464e-01
1.174594236540864944e+10,1.000000000000000000e+00,1.797174281510535709e-01,3.741435698171228452e+00,2.798707590216595875e-01
1.175592111040865135e+10,1.000000000000000000e+00,1.805459102677789418e-01,3.741197003950403221e+00,2.805729463718102390e-01
1.176589985540865135e+10,1.000000000000000000e+00,1.814210765681648907e-01,3.740935141462077063e+00,2.812758290192753363e-01
1.177587860040865135e+10,1.000000000000000000e+00,1.822534754150905989e-01,3.740695184366088721e+00,2.819807983291747200e-01
1.178585734540865326e+10,1.000000000000000000e+00,1.831082071936527278e-01,3.740439979926864833e+00,2.826694441294039239e-01
1.179583609040865326e+10,1.000000000000000000e+00,1.839731129280871014e-01,3.740180097805195558e+00,2.833597271115966820e-01
1.180581483540865326e+10,1.000000000000000000e+00,1.848874574753719968e-01,3.739893636597284132e+00,2.840425713745176606e-01
1.181579358040865517e+10,1.000000000000000000e+00,1.857576298795466929e-01,3.739630017920319460e+00,2.847284414750088644e-01
1.184213746720865440e+10,1.000000000000000000e+00,1.881446286650603483e-01,3.738878952218871454e+00,2.864981762402439291e-01
1.192493672726037407e+10,1.000000000000000000e+00,1.960888684541763349e-01,3.736222492829536890e+00,2.917608182611391987e-01
1.200011466113422012e+10,1.000000000000000000e+00,2.041334987176570137e-01,3.733242294949655093e+00,2.959292872685734821e-01
1.206384227748838615e+10,1.000000000000000000e+00,2.117626186761707718e-01,3.730143295182229313e+00,2.987915281158954328e-01
1.211824870692784119e+10,1.000000000000000000e+00,2.190322354713620523e-01,3.726955077678009598e+00,3.005778916894002450e-01
1.216501027283211327e+10,1.000000000000000000e+00,2.259380582172524077e-01,3.723755541311077444e+00,3.015913917134520617e-01
1.220568626611438179e+10,1.000000000000000000e+00,2.326348676754583233e-01,3.720543203778406305e+00,3.021356604991800587e-01
1.224153297751747322e+10,1.000000000000000000e+00,2.391808194296632939e-01,3.717361016322623168e+00,3.024988141844580092e-01
1.227358032141837120e+10,1.000000000000000000e+00,2.456311219048764871e-01,3.714256639078545419e+00,3.029819101585710106e-01
1.230267938352024651e+10,1.000000000000000000e+00,2.520644601019686459e-01,3.711255347399176063e+00,3.038434198352799598e-01
1.232948445469478989e+10,1.000000000000000000e+00,2.585666609512493053e-01,3.708370028544624386e+00,3.053065461156334037e-01
1.235449310576292801e+10,1.000000000000000000e+00,2.652004446638061563e-01,3.705626440910526398e+00,3.075997630043568187e-01
1.237810543422752380e+10,1.000000000000000000e+00,2.720004587264429063e-01,3.703038553531070587e+00,3.108482416118080183e-01
1.240060906916622543e+10,1.000000000000000000e+00,2.789738824721514909e-01,3.700641026358879149e+00,3.152049804144591016e-01
1.242233033632329941e+10,1.000000000000000000e+00,2.862104872954796542e-01,3.698411699449784429e+00,3.207608824247354939e-01
1.244340927501619530e+10,1.000000000000000000e+00,2.936628158594852267e-01,3.696378935397949039e+00,3.275344833454031379e-01
1.246402236845086670e+10,1.000000000000000000e+00,3.013821753124618641e-01,3.694527925779488076e+00,3.355691637775147784e-01
1.248428842885730934e+10,1.000000000000000000e+00,3.093714527887465038e-01,3.692860462727503457e+00,3.448778665221435280e-01
1.250432379081891632e+10,1.000000000000000000e+00,3.176232772454419262e-01,3.691363677729618598e+00,3.553943754439983227e-01
1.252410266453398705e+10,1.000000000000000000e+00,3.261074219889565362e-01,3.690038736115982321e+00,3.670628984764787162e-01
1.254370762874024773e+10,1.000000000000000000e+00,3.348605789809445121e-01,3.688851668015491025e+00,3.798209400584916517e-01
1.256313306134030724e+10,1.000000000000000000e+00,3.438096967496269141e-01,3.687814061542450172e+00,3.935687497036925442e-01
1.258240840102283096e+10,1.000000000000000000e+00,3.529763512251566371e-01,3.686897499135902923e+00,4.082358090285647667e-01
1.260144139097607422e+10,1.000000000000000000e+00,3.622777733900425234e-01,3.686097851124594538e+00,4.236400613131026116e-01
1.262024649895992470e+10,1.000000000000000000e+00,3.717862120171879226e-01,3.685378903122336514e+00,4.397811465583613688e-01
1.263873031368719101e+10,1.000000000000000000e+00,3.813464922443001726e-01,3.684759863359948984e+00,4.564255479630350831e-01
1.265691101458972931e+10,1.000000000000000000e+00,3.910015974188119081e-01,3.684208780513254844e+00,4.735314269252797192e-01
1.267470456851430511e+10,1.000000000000000000e+00,4.007441729645956352e-01,3.683710009414782771e+00,4.910214936229601035e-01
1.269203934208780479e+10,1.000000000000000000e+00,4.104282722400673933e-01,3.683275437868618329e+00,5.086514059892451867e-01
1.270892334596607780e+10,1.000000000000000000e+00,4.201574867220673748e-01,3.682872590396459866e+00,5.264984450646109648e-01
1.272528251377089691e+10,1.000000000000000000e+00,4.299127287762306571e-01,3.682489677232243519e+00,5.444772765160752481e-01
1.274074376196380615e+10,1.000000000000000000e+00,4.394124709442326360e-01,3.682137613594816727e+00,5.620685063023702632e-01
1.275531366760740089e+10,1.000000000000000000e+00,4.485314322699462397e-01,3.681828119239242358e+00,5.790684515315008829e-01
1.276907169762893867e+10,1.000000000000000000e+00,4.575207458096498536e-01,3.681511992962299029e+00,5.957825735031326841e-01
1.278208529852761078e+10,1.000000000000000000e+00,4.662259899328125567e-01,3.681218447121150206e+00,6.120188783848627967e-01
1.279440334475762558e+10,1.000000000000000000e+00,4.746790704859065180e-01,3.680935939769537146e+00,6.277950100846007020e-01
1.280608406452555847e+10,1.000000000000000000e+00,4.828642646605970090e-01,3.680670811918033802e+00,6.431048870279661989e-01
1.281716553756723785e+10,1.000000000000000000e+00,4.910095265265996822e-01,3.680383553991522394e+00,6.582463790539252457e-01
1.282769904798163605e+10,1.000000000000000000e+00,4.989003858694619487e-01,3.680108700532916277e+00,6.729286839052275315e-01
1.283771509059508896e+10,1.000000000000000000e+00,5.065638593029129222e-01,3.679843229938340787e+00,6.871937483938278524e-01
1.284724830375731087e+10,1.000000000000000000e+00,5.140811607173702003e-01,3.679573768216433116e+00,7.011505043351122790e-01
1.285633265251652336e+10,1.000000000000000000e+00,5.215498355655678875e-01,3.679289286005326343e+00,7.149499251870776728e-01
1.286499433163836670e+10,1.000000000000000000e+00,5.288050070150300819e-01,3.679015581915153987e+00,7.283654517253145277e-01
1.287326166220608902e+10,1.000000000000000000e+00,5.359195825893601217e-01,3.678739864446163299e+00,7.414917329980114102e-01
1.288116873369311714e+10,1.000000000000000000e+00,5.429259354598727771e-01,3.678459250725848229e+00,7.543819838577762171e-01
1.288873130030738831e+10,1.000000000000000000e+00,5.497995702946025798e-01,3.678177099775465031e+00,7.670006497257035871e-01
1.289596452604244804e+10,1.000000000000000000e+00,5.565434691066015738e-01,3.677896667719936286e+00,7.793667191275879258e-01
1.290289216233190727e+10,1.000000000000000000e+00,5.631182320002188213e-01,3.677621550766422942e+00,7.914157771007676034e-01
1.290953238359545517e+10,1.000000000000000000e+00,5.696840696297559292e-01,3.677331440521905748e+00,8.033870113817734859e-01
1.291590817414512062e+10,1.000000000000000000e+00,5.761060064863200436e-01,3.677044038540358883e+00,8.150812771687148128e-01
1.292202974294352150e+10,1.000000000000000000e+00,5.824384842055484457e-01,3.676755751802970540e+00,8.265930856576158003e-01
1.292790892492452240e+10,1.000000000000000000e+00,5.886392495355488030e-01,3.676466463933714568e+00,8.378374648405926273e-01
1.293355486900853348e+10,1.000000000000000000e+00,5.947530718656990345e-01,3.676177305578966603e+00,8.489084760819027853e-01
1.293899275280602074e+10,1.000000000000000000e+00,6.008086914815184976e-01,3.675884794276960577e+00,8.598496701055167168e-01
1.294421954326768494e+10,1.000000000000000000e+00,6.067800229102587872e-01,3.675587434768479600e+00,8.706028949290738339e-01
1.294925410464954567e+10,1.000000000000000000e+00,6.126311346490955767e-01,3.675296311787027204e+00,8.811406264809394928e-01
1.295411614985875511e+10,1.000000000000000000e+00,6.183957184454551559e-01,3.675002254461082529e+00,8.914935647698779553e-01
1.295879311541790009e+10,1.000000000000000000e+00,6.240912081476027717e-01,3.674707007862155539e+00,9.017035577784667799e-01
1.296330813847628593e+10,1.000000000000000000e+00,6.297353465471593470e-01,3.674410704160458785e+00,9.118066197707903608e-01
1.296767003240071869e+10,1.000000000000000000e+00,6.352455492893660516e-01,3.674119136149636589e+00,9.216607532119170942e-01
1.297188758104254341e+10,1.000000000000000000e+00,6.407371318087493606e-01,3.673821401002276499e+00,9.314529776612434642e-01
1.297595510600524902e+10,1.000000000000000000e+00,6.461320912264877370e-01,3.673524691296079059e+00,9.410560576719322334e-01
1.297989717424348831e+10,1.000000000000000000e+00,6.515034190274588966e-01,3.673224638814667653e+00,9.505985033482251545e-01
1.298370696540435791e+10,1.000000000000000000e+00,6.567493555485612866e-01,3.672930338816969620e+00,9.599131763996382460e-01
1.298739642920863724e+10,1.000000000000000000e+00,6.619842931371073824e-01,3.672629481677697871e+00,9.691796230196454420e-01
1.299095730762649345e+10,1.000000000000000000e+00,6.671207279733969431e-01,3.672329269110167438e+00,9.782516424221018303e-01
1.299441806535491562e+10,1.000000000000000000e+00,6.721982732695007678e-01,3.672033495403016268e+00,9.872236381857065757e-01
1.299776270780191040e+10,1.000000000000000000e+00,6.772016754503921154e-01,3.671738705725490437e+00,9.960512838373859479e-01
1.300100482137142181e+10,1.000000000000000000e+00,6.821759823636486253e-01,3.671441328135852444e+00,1.004810387305346220e+00
